Locality,CPA,URL,City,State
La Talina,B1921XAF,https://codigo-postal.co/argentina/cpa/B1921XAF/,Alvarez Jonte,Buenos Aires
Las Tahonas,B1921XAI,https://codigo-postal.co/argentina/cpa/B1921XAI/,Alvarez Jonte,Buenos Aires
Los Santos Viejos,B1921XAG,https://codigo-postal.co/argentina/cpa/B1921XAG/,Alvarez Jonte,Buenos Aires
Pancho Diaz,B1921XAJ,https://codigo-postal.co/argentina/cpa/B1921XAJ/,Alvarez Jonte,Buenos Aires
Piñeiro,B1921XAC,https://codigo-postal.co/argentina/cpa/B1921XAC/,Alvarez Jonte,Buenos Aires
Rincon de Noario,B1921XAD,https://codigo-postal.co/argentina/cpa/B1921XAD/,Alvarez Jonte,Buenos Aires
Juan Blaquier,B7260XAL,https://codigo-postal.co/argentina/cpa/B7260XAL/,Alvarez de Toledo,Buenos Aires
Toldos Viejos,B7207XAD,https://codigo-postal.co/argentina/cpa/B7207XAD/,Alvarez de Toledo,Buenos Aires
Alvaro Barros,B7403XAB,https://codigo-postal.co/argentina/cpa/B7403XAB/,Alvaro Barros,Buenos Aires
Cerro Aguila,B7403XAA,https://codigo-postal.co/argentina/cpa/B7403XAA/,Alvaro Barros,Buenos Aires
Cerro Negro,B7403XAH,https://codigo-postal.co/argentina/cpa/B7403XAH/,Alvaro Barros,Buenos Aires
Cerro Sotuyo,B7403XAI,https://codigo-postal.co/argentina/cpa/B7403XAI/,Alvaro Barros,Buenos Aires
La Estrella,B7403XAD,https://codigo-postal.co/argentina/cpa/B7403XAD/,Alvaro Barros,Buenos Aires
La Narcisa,B7403XAE,https://codigo-postal.co/argentina/cpa/B7403XAE/,Alvaro Barros,Buenos Aires
La Palmira,B7403XAF,https://codigo-postal.co/argentina/cpa/B7403XAF/,Alvaro Barros,Buenos Aires
La Providencia,B7403XAJ,https://codigo-postal.co/argentina/cpa/B7403XAJ/,Alvaro Barros,Buenos Aires
La Tomasa,B7403XAK,https://codigo-postal.co/argentina/cpa/B7403XAK/,Alvaro Barros,Buenos Aires
Loma Negra,B7203XAC,https://codigo-postal.co/argentina/cpa/B7203XAC/,Alvaro Barros,Buenos Aires
Alzaga,B7021XAA,https://codigo-postal.co/argentina/cpa/B7021XAA/,Alzaga,Buenos Aires
Lopez,B7021XAB,https://codigo-postal.co/argentina/cpa/B7021XAB/,Alzaga,Buenos Aires
Ambrosio P Lezica,B8508XAC,https://codigo-postal.co/argentina/cpa/B8508XAC/,Ambrosio P Lezica,Buenos Aires
Colonia la Celina,B8508XAB,https://codigo-postal.co/argentina/cpa/B8508XAB/,Ambrosio P Lezica,Buenos Aires
Colonia Miguel Esteverena,B8508XAA,https://codigo-postal.co/argentina/cpa/B8508XAA/,Ambrosio P Lezica,Buenos Aires
Jarrilla,B8508XAD,https://codigo-postal.co/argentina/cpa/B8508XAD/,Ambrosio P Lezica,Buenos Aires
Puerto Tres Bonetes,B8505XAE,https://codigo-postal.co/argentina/cpa/B8505XAE/,Ambrosio P Lezica,Buenos Aires
Araujo,B6643XAA,https://codigo-postal.co/argentina/cpa/B6643XAA/,Araujo,Buenos Aires
Baudrix,B6643XAB,https://codigo-postal.co/argentina/cpa/B6643XAB/,Araujo,Buenos Aires
Colonia Palantelen,B6643XAC,https://codigo-postal.co/argentina/cpa/B6643XAC/,Araujo,Buenos Aires
San Jose,B7203XAE,https://codigo-postal.co/argentina/cpa/B7203XAE/,Araujo,Buenos Aires
Herrera Vegas,B6557XAF,https://codigo-postal.co/argentina/cpa/B6557XAF/,Arboleda,Buenos Aires
Iturregui,B6557XAD,https://codigo-postal.co/argentina/cpa/B6557XAD/,Arboleda,Buenos Aires
Mapis,B6557XAE,https://codigo-postal.co/argentina/cpa/B6557XAE/,Arboleda,Buenos Aires
Paula,B6557XAA,https://codigo-postal.co/argentina/cpa/B6557XAA/,Arboleda,Buenos Aires
Vallimanca,B6557XAB,https://codigo-postal.co/argentina/cpa/B6557XAB/,Arboleda,Buenos Aires
Arbuco,B1915XAA,https://codigo-postal.co/argentina/cpa/B1915XAA/,Arbuco,Buenos Aires
Barrio el Porteño,B1915XAB,https://codigo-postal.co/argentina/cpa/B1915XAB/,Arbuco,Buenos Aires
Kilometro 103,B1915XAD,https://codigo-postal.co/argentina/cpa/B1915XAD/,Arbuco,Buenos Aires
Paraje Starache,B1915XAC,https://codigo-postal.co/argentina/cpa/B1915XAC/,Arbuco,Buenos Aires
Roberto Payro,B1915XAF,https://codigo-postal.co/argentina/cpa/B1915XAF/,Arbuco,Buenos Aires
Vieytes,B1915XAE,https://codigo-postal.co/argentina/cpa/B1915XAE/,Arbuco,Buenos Aires
Estancia Mitikili,B6075XAA,https://codigo-postal.co/argentina/cpa/B6075XAA/,Arenaza,Buenos Aires
Estancia San Antonio,B6075XAB,https://codigo-postal.co/argentina/cpa/B6075XAB/,Arenaza,Buenos Aires
Haras Trujui,B6075XAC,https://codigo-postal.co/argentina/cpa/B6075XAC/,Arenaza,Buenos Aires
Kilometro 352,B6075XAD,https://codigo-postal.co/argentina/cpa/B6075XAD/,Arenaza,Buenos Aires
Kilometro 356,B6075XAE,https://codigo-postal.co/argentina/cpa/B6075XAE/,Arenaza,Buenos Aires
Los Altos,B6075XAF,https://codigo-postal.co/argentina/cpa/B6075XAF/,Arenaza,Buenos Aires
Arevalo,B7243XAD,https://codigo-postal.co/argentina/cpa/B7243XAD/,Arevalo,Buenos Aires
La Adelaida,B7243XAC,https://codigo-postal.co/argentina/cpa/B7243XAC/,Arevalo,Buenos Aires
La Blanqueada,B7243XAF,https://codigo-postal.co/argentina/cpa/B7243XAF/,Arevalo,Buenos Aires
Santa Alicia,B7243XAA,https://codigo-postal.co/argentina/cpa/B7243XAA/,Arevalo,Buenos Aires
Santa Felicia,B7243XAB,https://codigo-postal.co/argentina/cpa/B7243XAB/,Arevalo,Buenos Aires
Sol de Mayo,B2709XAB,https://codigo-postal.co/argentina/cpa/B2709XAB/,Arevalo,Buenos Aires
6 de Octubre,R8134XAD,https://codigo-postal.co/argentina/cpa/R8134XAD/,Argerich,Buenos Aires
Argerich,B8134XAE,https://codigo-postal.co/argentina/cpa/B8134XAE/,Argerich,Buenos Aires
Cabeza de Buey,B8132XAE,https://codigo-postal.co/argentina/cpa/B8132XAE/,Argerich,Buenos Aires
Colonia Ocampo,B8134XAF,https://codigo-postal.co/argentina/cpa/B8134XAF/,Argerich,Buenos Aires
La Gleva,B8134XAG,https://codigo-postal.co/argentina/cpa/B8134XAG/,Argerich,Buenos Aires
La Mascota,B8132XAG,https://codigo-postal.co/argentina/cpa/B8132XAG/,Argerich,Buenos Aires
Laguna Chasico,B8134XAH,https://codigo-postal.co/argentina/cpa/B8134XAH/,Argerich,Buenos Aires
Las Escobas,B8134XAI,https://codigo-postal.co/argentina/cpa/B8134XAI/,Argerich,Buenos Aires
Las Piedras,R8134XAA,https://codigo-postal.co/argentina/cpa/R8134XAA/,Argerich,Buenos Aires
Medanos Negros,R8134XAC,https://codigo-postal.co/argentina/cpa/R8134XAC/,Argerich,Buenos Aires
Nicolas Levalle,B8134XAB,https://codigo-postal.co/argentina/cpa/B8134XAB/,Argerich,Buenos Aires
Paso Cramer,B8134XAC,https://codigo-postal.co/argentina/cpa/B8134XAC/,Argerich,Buenos Aires
Rio Salado,R8134XAB,https://codigo-postal.co/argentina/cpa/R8134XAB/,Argerich,Buenos Aires
Salinas Chicas,B8134XAD,https://codigo-postal.co/argentina/cpa/B8134XAD/,Argerich,Buenos Aires
Alfalad,B6555XAA,https://codigo-postal.co/argentina/cpa/B6555XAA/,Andant,Buenos Aires
Andant,B6555XAB,https://codigo-postal.co/argentina/cpa/B6555XAB/,Andant,Buenos Aires
Coronel Marcelino Freyre,B6555XAC,https://codigo-postal.co/argentina/cpa/B6555XAC/,Andant,Buenos Aires
La Armonia,B6555XAE,https://codigo-postal.co/argentina/cpa/B6555XAE/,Andant,Buenos Aires
La Larga,B6555XAF,https://codigo-postal.co/argentina/cpa/B6555XAF/,Andant,Buenos Aires
Los Coloniales,B6555XAG,https://codigo-postal.co/argentina/cpa/B6555XAG/,Andant,Buenos Aires
Mauras,B6555XAH,https://codigo-postal.co/argentina/cpa/B6555XAH/,Andant,Buenos Aires
Villa Carola,B6555XAD,https://codigo-postal.co/argentina/cpa/B6555XAD/,Andant,Buenos Aires
Arevalo,B7243XAD,https://codigo-postal.co/argentina/cpa/B7243XAD/,Antonio Carboni,Buenos Aires
La Adelaida,B7243XAC,https://codigo-postal.co/argentina/cpa/B7243XAC/,Antonio Carboni,Buenos Aires
La Blanqueada,B7243XAF,https://codigo-postal.co/argentina/cpa/B7243XAF/,Antonio Carboni,Buenos Aires
Santa Alicia,B7243XAA,https://codigo-postal.co/argentina/cpa/B7243XAA/,Antonio Carboni,Buenos Aires
Santa Felicia,B7243XAB,https://codigo-postal.co/argentina/cpa/B7243XAB/,Antonio Carboni,Buenos Aires
Sol de Mayo,B2709XAB,https://codigo-postal.co/argentina/cpa/B2709XAB/,Antonio Carboni,Buenos Aires
Antonio de los Heros,B7305XAA,https://codigo-postal.co/argentina/cpa/B7305XAA/,Antonio de los Heros,Buenos Aires
Campodonico,B7305XAB,https://codigo-postal.co/argentina/cpa/B7305XAB/,Antonio de los Heros,Buenos Aires
Covello,B7305XAC,https://codigo-postal.co/argentina/cpa/B7305XAC/,Antonio de los Heros,Buenos Aires
El Mirador,B7303XAA,https://codigo-postal.co/argentina/cpa/B7303XAA/,Antonio de los Heros,Buenos Aires
San Gervacio,B7305XAD,https://codigo-postal.co/argentina/cpa/B7305XAD/,Antonio de los Heros,Buenos Aires
Velloso,B7305XAE,https://codigo-postal.co/argentina/cpa/B7305XAE/,Antonio de los Heros,Buenos Aires
Anderson,B6621XAA,https://codigo-postal.co/argentina/cpa/B6621XAA/,Anderson,Buenos Aires
Chacra la Magdalena,L6621XAA,https://codigo-postal.co/argentina/cpa/L6621XAA/,Anderson,Buenos Aires
Henry Bell,B6621XAC,https://codigo-postal.co/argentina/cpa/B6621XAC/,Anderson,Buenos Aires
Presidente Quintana,B6621XAB,https://codigo-postal.co/argentina/cpa/B6621XAB/,Anderson,Buenos Aires
Colonia los Hornos,B6007XAA,https://codigo-postal.co/argentina/cpa/B6007XAA/,Arribeños,Buenos Aires
Delgado,B6007XAB,https://codigo-postal.co/argentina/cpa/B6007XAB/,Arribeños,Buenos Aires
Desvio Kilometro 95,B6007XAC,https://codigo-postal.co/argentina/cpa/B6007XAC/,Arribeños,Buenos Aires
La Pinta,B6007XAD,https://codigo-postal.co/argentina/cpa/B6007XAD/,Arribeños,Buenos Aires
Almacen la Colina,B2740XAA,https://codigo-postal.co/argentina/cpa/B2740XAA/,Arrecifes,Buenos Aires
Cañada Marta,B2740XAB,https://codigo-postal.co/argentina/cpa/B2740XAB/,Arrecifes,Buenos Aires
El Nacional,B2740XAC,https://codigo-postal.co/argentina/cpa/B2740XAC/,Arrecifes,Buenos Aires
La Delia,B2740XAD,https://codigo-postal.co/argentina/cpa/B2740XAD/,Arrecifes,Buenos Aires
La Nelida,B2740XAE,https://codigo-postal.co/argentina/cpa/B2740XAE/,Arrecifes,Buenos Aires
Puente Cañete,B2740XAF,https://codigo-postal.co/argentina/cpa/B2740XAF/,Arrecifes,Buenos Aires
Villa Sanguinetti,B2740XAG,https://codigo-postal.co/argentina/cpa/B2740XAG/,Arrecifes,Buenos Aires
Amalia,B6516XAA,https://codigo-postal.co/argentina/cpa/B6516XAA/,Amalia,Buenos Aires
Bacacay,B6516XAB,https://codigo-postal.co/argentina/cpa/B6516XAB/,Amalia,Buenos Aires
Cambaceres,B6516XAC,https://codigo-postal.co/argentina/cpa/B6516XAC/,Amalia,Buenos Aires
Dennehy,B6516XAD,https://codigo-postal.co/argentina/cpa/B6516XAD/,Amalia,Buenos Aires
Ancon,B6451XAE,https://codigo-postal.co/argentina/cpa/B6451XAE/,Ancon,Buenos Aires
Curaru,B6451XAD,https://codigo-postal.co/argentina/cpa/B6451XAD/,Ancon,Buenos Aires
Girondo,B6451XAJ,https://codigo-postal.co/argentina/cpa/B6451XAJ/,Ancon,Buenos Aires
Gnecco,B6451XAI,https://codigo-postal.co/argentina/cpa/B6451XAI/,Ancon,Buenos Aires
Inocencio Sosa,B6451XAK,https://codigo-postal.co/argentina/cpa/B6451XAK/,Ancon,Buenos Aires
Larramendy,B6451XAL,https://codigo-postal.co/argentina/cpa/B6451XAL/,Ancon,Buenos Aires
Los Indios,B2709XAA,https://codigo-postal.co/argentina/cpa/B2709XAA/,Ancon,Buenos Aires
Magdala,B6451XAF,https://codigo-postal.co/argentina/cpa/B6451XAF/,Ancon,Buenos Aires
Marucha,B6451XAB,https://codigo-postal.co/argentina/cpa/B6451XAB/,Ancon,Buenos Aires
Nueva Plata,B6451XAG,https://codigo-postal.co/argentina/cpa/B6451XAG/,Ancon,Buenos Aires
Pedro Gamen,B6451XAH,https://codigo-postal.co/argentina/cpa/B6451XAH/,Ancon,Buenos Aires
San Carlos,B6451XAC,https://codigo-postal.co/argentina/cpa/B6451XAC/,Ancon,Buenos Aires
Andres Vaccarezza,B6634XAB,https://codigo-postal.co/argentina/cpa/B6634XAB/,Andres Vaccarezza,Buenos Aires
Emita,B6634XAA,https://codigo-postal.co/argentina/cpa/B6634XAA/,Andres Vaccarezza,Buenos Aires
Larrea,B6634XAC,https://codigo-postal.co/argentina/cpa/B6634XAC/,Andres Vaccarezza,Buenos Aires
Aneque Grande,B7011XAA,https://codigo-postal.co/argentina/cpa/B7011XAA/,Aneque Grande,Buenos Aires
Arroyo Chico,B7011XAB,https://codigo-postal.co/argentina/cpa/B7011XAB/,Aneque Grande,Buenos Aires
Haras la Lula,B7011XAC,https://codigo-postal.co/argentina/cpa/B7011XAC/,Aneque Grande,Buenos Aires
San Cala,B7011XAD,https://codigo-postal.co/argentina/cpa/B7011XAD/,Aneque Grande,Buenos Aires
Arroyo Aguas Blancas,B8174XAA,https://codigo-postal.co/argentina/cpa/B8174XAA/,Arroyo Aguas Blancas,Buenos Aires
La Saudade,B8174XAB,https://codigo-postal.co/argentina/cpa/B8174XAB/,Arroyo Aguas Blancas,Buenos Aires
Arroyo Aguila Negra,B2800XAF,https://codigo-postal.co/argentina/cpa/B2800XAF/,Arroyo Aguila Negra,Buenos Aires
Arroyo Botija Falsa,B2800XAG,https://codigo-postal.co/argentina/cpa/B2800XAG/,Arroyo Aguila Negra,Buenos Aires
Arroyo Ñacurutu,B2800XAH,https://codigo-postal.co/argentina/cpa/B2800XAH/,Arroyo Aguila Negra,Buenos Aires
Arroyo Negro,B2800XAC,https://codigo-postal.co/argentina/cpa/B2800XAC/,Arroyo Aguila Negra,Buenos Aires
Barrio San Jacinto,B2800XAO,https://codigo-postal.co/argentina/cpa/B2800XAO/,Arroyo Aguila Negra,Buenos Aires
Canal Martin Irigoyen,B2800XAB,https://codigo-postal.co/argentina/cpa/B2800XAB/,Arroyo Aguila Negra,Buenos Aires
Frigorifico las Palmas,B2800XAE,https://codigo-postal.co/argentina/cpa/B2800XAE/,Arroyo Aguila Negra,Buenos Aires
La Pesqueria,B2800XAA,https://codigo-postal.co/argentina/cpa/B2800XAA/,Arroyo Aguila Negra,Buenos Aires
Villa Angus,B2800XAI,https://codigo-postal.co/argentina/cpa/B2800XAI/,Arroyo Aguila Negra,Buenos Aires
Villa Capdepont,B2800XAJ,https://codigo-postal.co/argentina/cpa/B2800XAJ/,Arroyo Aguila Negra,Buenos Aires
Villa Florida,B2800XAK,https://codigo-postal.co/argentina/cpa/B2800XAK/,Arroyo Aguila Negra,Buenos Aires
Villa Fox,B2800XAL,https://codigo-postal.co/argentina/cpa/B2800XAL/,Arroyo Aguila Negra,Buenos Aires
Villa Massoni,B2800XAM,https://codigo-postal.co/argentina/cpa/B2800XAM/,Arroyo Aguila Negra,Buenos Aires
Villa Mosconi,B2800XAN,https://codigo-postal.co/argentina/cpa/B2800XAN/,Arroyo Aguila Negra,Buenos Aires
Arroyo Aleli,B2805XAM,https://codigo-postal.co/argentina/cpa/B2805XAM/,Arroyo Aleli,Buenos Aires
Arroyo Brasilero,E2805XAA,https://codigo-postal.co/argentina/cpa/E2805XAA/,Arroyo Aleli,Buenos Aires
Arroyo Carabelitas,B2805XAN,https://codigo-postal.co/argentina/cpa/B2805XAN/,Arroyo Aleli,Buenos Aires
Arroyo el Ahogado,B2805XAA,https://codigo-postal.co/argentina/cpa/B2805XAA/,Arroyo Aleli,Buenos Aires
Arroyo Ibicuycito,E2805XAC,https://codigo-postal.co/argentina/cpa/E2805XAC/,Arroyo Aleli,Buenos Aires
Arroyo la Paciencia,E2805XAD,https://codigo-postal.co/argentina/cpa/E2805XAD/,Arroyo Aleli,Buenos Aires
Arroyo las Cruces,B2805XAB,https://codigo-postal.co/argentina/cpa/B2805XAB/,Arroyo Aleli,Buenos Aires
Arroyo las Rosas,B1625XAB,https://codigo-postal.co/argentina/cpa/B1625XAB/,Arroyo Aleli,Buenos Aires
Arroyo los Platos,E2805XAB,https://codigo-postal.co/argentina/cpa/E2805XAB/,Arroyo Aleli,Buenos Aires
Arroyo los Tigres,B2805XAD,https://codigo-postal.co/argentina/cpa/B2805XAD/,Arroyo Aleli,Buenos Aires
Arroyo Ñacurutu Chico,B2805XAE,https://codigo-postal.co/argentina/cpa/B2805XAE/,Arroyo Aleli,Buenos Aires
Arroyo Pesqueria,B2805XAF,https://codigo-postal.co/argentina/cpa/B2805XAF/,Arroyo Aleli,Buenos Aires
Arroyo Tajiber,B2805XAG,https://codigo-postal.co/argentina/cpa/B2805XAG/,Arroyo Aleli,Buenos Aires
Arroyo Zanjon,B2805XAH,https://codigo-postal.co/argentina/cpa/B2805XAH/,Arroyo Aleli,Buenos Aires
Blondeau,B2805XAI,https://codigo-postal.co/argentina/cpa/B2805XAI/,Arroyo Aleli,Buenos Aires
Canal N Alem 1A Sec,B2805XAJ,https://codigo-postal.co/argentina/cpa/B2805XAJ/,Arroyo Aleli,Buenos Aires
Canal N Alem 2A Sec,B2805XAK,https://codigo-postal.co/argentina/cpa/B2805XAK/,Arroyo Aleli,Buenos Aires
Colonia Delta,E2805XAG,https://codigo-postal.co/argentina/cpa/E2805XAG/,Arroyo Aleli,Buenos Aires
Isla el Dorado,E2805XAH,https://codigo-postal.co/argentina/cpa/E2805XAH/,Arroyo Aleli,Buenos Aires
La Horqueta,B7500XAF,https://codigo-postal.co/argentina/cpa/B7500XAF/,Arroyo Aleli,Buenos Aires
Paraje Palaveroi,E2805XAI,https://codigo-postal.co/argentina/cpa/E2805XAI/,Arroyo Aleli,Buenos Aires
Parana Bravo,E2805XAF,https://codigo-postal.co/argentina/cpa/E2805XAF/,Arroyo Aleli,Buenos Aires
Rio Aguila,E2805XAE,https://codigo-postal.co/argentina/cpa/E2805XAE/,Arroyo Aleli,Buenos Aires
Rio Alferez Nelson Page,E2805XAL,https://codigo-postal.co/argentina/cpa/E2805XAL/,Arroyo Aleli,Buenos Aires
Rio Ceibo,E2805XAM,https://codigo-postal.co/argentina/cpa/E2805XAM/,Arroyo Aleli,Buenos Aires
Rio Parana Guazu,E2805XAN,https://codigo-postal.co/argentina/cpa/E2805XAN/,Arroyo Aleli,Buenos Aires
Rio Pasaje al Aguila,E2805XAJ,https://codigo-postal.co/argentina/cpa/E2805XAJ/,Arroyo Aleli,Buenos Aires
Rio Sauce,E2805XAO,https://codigo-postal.co/argentina/cpa/E2805XAO/,Arroyo Aleli,Buenos Aires
Rio Talavera,E2805XAK,https://codigo-postal.co/argentina/cpa/E2805XAK/,Arroyo Aleli,Buenos Aires
Ariel,B7301XAB,https://codigo-postal.co/argentina/cpa/B7301XAB/,Ariel,Buenos Aires
Arroyo los Huesos,B7301XAA,https://codigo-postal.co/argentina/cpa/B7301XAA/,Ariel,Buenos Aires
Base Naval Azopardo,B7301XAC,https://codigo-postal.co/argentina/cpa/B7301XAC/,Ariel,Buenos Aires
Francisco J Meeks,B7301XAE,https://codigo-postal.co/argentina/cpa/B7301XAE/,Ariel,Buenos Aires
Pablo Acosta,B7301XAD,https://codigo-postal.co/argentina/cpa/B7301XAD/,Ariel,Buenos Aires
Uballes,B7301XAG,https://codigo-postal.co/argentina/cpa/B7301XAG/,Ariel,Buenos Aires
Vaña,B7301XAF,https://codigo-postal.co/argentina/cpa/B7301XAF/,Ariel,Buenos Aires
Paraje la Aurora,B8158XAB,https://codigo-postal.co/argentina/cpa/B8158XAB/,Aparicio,Buenos Aires
Arroyo Aguila Negra,B2800XAF,https://codigo-postal.co/argentina/cpa/B2800XAF/,Arroyo Botija Falsa,Buenos Aires
Arroyo Botija Falsa,B2800XAG,https://codigo-postal.co/argentina/cpa/B2800XAG/,Arroyo Botija Falsa,Buenos Aires
Arroyo Ñacurutu,B2800XAH,https://codigo-postal.co/argentina/cpa/B2800XAH/,Arroyo Botija Falsa,Buenos Aires
Arroyo Negro,B2800XAC,https://codigo-postal.co/argentina/cpa/B2800XAC/,Arroyo Botija Falsa,Buenos Aires
Barrio San Jacinto,B2800XAO,https://codigo-postal.co/argentina/cpa/B2800XAO/,Arroyo Botija Falsa,Buenos Aires
Canal Martin Irigoyen,B2800XAB,https://codigo-postal.co/argentina/cpa/B2800XAB/,Arroyo Botija Falsa,Buenos Aires
Frigorifico las Palmas,B2800XAE,https://codigo-postal.co/argentina/cpa/B2800XAE/,Arroyo Botija Falsa,Buenos Aires
La Pesqueria,B2800XAA,https://codigo-postal.co/argentina/cpa/B2800XAA/,Arroyo Botija Falsa,Buenos Aires
Villa Angus,B2800XAI,https://codigo-postal.co/argentina/cpa/B2800XAI/,Arroyo Botija Falsa,Buenos Aires
Villa Capdepont,B2800XAJ,https://codigo-postal.co/argentina/cpa/B2800XAJ/,Arroyo Botija Falsa,Buenos Aires
Villa Florida,B2800XAK,https://codigo-postal.co/argentina/cpa/B2800XAK/,Arroyo Botija Falsa,Buenos Aires
Villa Fox,B2800XAL,https://codigo-postal.co/argentina/cpa/B2800XAL/,Arroyo Botija Falsa,Buenos Aires
Villa Massoni,B2800XAM,https://codigo-postal.co/argentina/cpa/B2800XAM/,Arroyo Botija Falsa,Buenos Aires
Villa Mosconi,B2800XAN,https://codigo-postal.co/argentina/cpa/B2800XAN/,Arroyo Botija Falsa,Buenos Aires
Arquedas,B8164XAA,https://codigo-postal.co/argentina/cpa/B8164XAA/,Arquedas,Buenos Aires
Colonia San Martin,B8164XAB,https://codigo-postal.co/argentina/cpa/B8164XAB/,Arquedas,Buenos Aires
Colonia San Pedro,B8164XAC,https://codigo-postal.co/argentina/cpa/B8164XAC/,Arquedas,Buenos Aires
San Martin de Tours,B8164XAD,https://codigo-postal.co/argentina/cpa/B8164XAD/,Arquedas,Buenos Aires
Arano,B6443XAA,https://codigo-postal.co/argentina/cpa/B6443XAA/,Arano,Buenos Aires
Epumer,B6443XAC,https://codigo-postal.co/argentina/cpa/B6443XAC/,Arano,Buenos Aires
Malabia,B6443XAB,https://codigo-postal.co/argentina/cpa/B6443XAB/,Arano,Buenos Aires
Tres Lagunas,B6443XAD,https://codigo-postal.co/argentina/cpa/B6443XAD/,Arano,Buenos Aires
Yutuyaco,B6443XAE,https://codigo-postal.co/argentina/cpa/B6443XAE/,Arano,Buenos Aires
Cerrito,B6237XAA,https://codigo-postal.co/argentina/cpa/B6237XAA/,America,Buenos Aires
Rivadavia,B6237XAB,https://codigo-postal.co/argentina/cpa/B6237XAB/,America,Buenos Aires
Ignacio Correas,Not Found,https://codigo-postal.co/argentina/buenos-aires/calles-de-ignacio-correas/,Arana,Buenos Aires
Anasagasti,B6607XAA,https://codigo-postal.co/argentina/cpa/B6607XAA/,Anasagasti,Buenos Aires
Esteban Diaz,B6607XAB,https://codigo-postal.co/argentina/cpa/B6607XAB/,Anasagasti,Buenos Aires
Arroyo Canelon,B1625XAA,https://codigo-postal.co/argentina/cpa/B1625XAA/,Arroyo Canelon,Buenos Aires
Arroyo las Rosas,B1625XAB,https://codigo-postal.co/argentina/cpa/B1625XAB/,Arroyo Canelon,Buenos Aires
Campomar Viñedo,B1625XAE,https://codigo-postal.co/argentina/cpa/B1625XAE/,Arroyo Canelon,Buenos Aires
Puerto de Escobar,B1625XAF,https://codigo-postal.co/argentina/cpa/B1625XAF/,Arroyo Canelon,Buenos Aires
Villa la Chechela,B1625XAC,https://codigo-postal.co/argentina/cpa/B1625XAC/,Arroyo Canelon,Buenos Aires
Villa Vallier,B1625XAD,https://codigo-postal.co/argentina/cpa/B1625XAD/,Arroyo Canelon,Buenos Aires
Arroyo Grande,B7174XAA,https://codigo-postal.co/argentina/cpa/B7174XAA/,Arroyo Grande,Buenos Aires
El Vigilante,B7174XAB,https://codigo-postal.co/argentina/cpa/B7174XAB/,Arroyo Grande,Buenos Aires
Escuela Agricola Rural,B7174XAC,https://codigo-postal.co/argentina/cpa/B7174XAC/,Arroyo Grande,Buenos Aires
Haras 1 de Mayo,B7174XAD,https://codigo-postal.co/argentina/cpa/B7174XAD/,Arroyo Grande,Buenos Aires
La Tobiana,B7174XAE,https://codigo-postal.co/argentina/cpa/B7174XAE/,Arroyo Grande,Buenos Aires
Las Chilcas,B7116XAK,https://codigo-postal.co/argentina/cpa/B7116XAK/,Arroyo Grande,Buenos Aires
Mar Chiquita,B7174XAG,https://codigo-postal.co/argentina/cpa/B7174XAG/,Arroyo Grande,Buenos Aires
Arroyo del Pescado,B1923XAB,https://codigo-postal.co/argentina/cpa/B1923XAB/,Arroyo la Maza,Buenos Aires
Arroyo la Maza,B1923XAC,https://codigo-postal.co/argentina/cpa/B1923XAC/,Arroyo la Maza,Buenos Aires
Frigorifico Armour,B1923XAD,https://codigo-postal.co/argentina/cpa/B1923XAD/,Arroyo la Maza,Buenos Aires
La Balandra,B1923XAE,https://codigo-postal.co/argentina/cpa/B1923XAE/,Arroyo la Maza,Buenos Aires
Palo Blanco,B1923XAA,https://codigo-postal.co/argentina/cpa/B1923XAA/,Arroyo la Maza,Buenos Aires
Arroyo Aleli,B2805XAM,https://codigo-postal.co/argentina/cpa/B2805XAM/,Arroyo las Cruces,Buenos Aires
Arroyo Brasilero,E2805XAA,https://codigo-postal.co/argentina/cpa/E2805XAA/,Arroyo las Cruces,Buenos Aires
Arroyo Carabelitas,B2805XAN,https://codigo-postal.co/argentina/cpa/B2805XAN/,Arroyo las Cruces,Buenos Aires
Arroyo el Ahogado,B2805XAA,https://codigo-postal.co/argentina/cpa/B2805XAA/,Arroyo las Cruces,Buenos Aires
Arroyo Ibicuycito,E2805XAC,https://codigo-postal.co/argentina/cpa/E2805XAC/,Arroyo las Cruces,Buenos Aires
Arroyo la Paciencia,E2805XAD,https://codigo-postal.co/argentina/cpa/E2805XAD/,Arroyo las Cruces,Buenos Aires
Arroyo las Cruces,B2805XAB,https://codigo-postal.co/argentina/cpa/B2805XAB/,Arroyo las Cruces,Buenos Aires
Arroyo las Rosas,B1625XAB,https://codigo-postal.co/argentina/cpa/B1625XAB/,Arroyo las Cruces,Buenos Aires
Arroyo los Platos,E2805XAB,https://codigo-postal.co/argentina/cpa/E2805XAB/,Arroyo las Cruces,Buenos Aires
Arroyo los Tigres,B2805XAD,https://codigo-postal.co/argentina/cpa/B2805XAD/,Arroyo las Cruces,Buenos Aires
Arroyo Ñacurutu Chico,B2805XAE,https://codigo-postal.co/argentina/cpa/B2805XAE/,Arroyo las Cruces,Buenos Aires
Arroyo Pesqueria,B2805XAF,https://codigo-postal.co/argentina/cpa/B2805XAF/,Arroyo las Cruces,Buenos Aires
Arroyo Tajiber,B2805XAG,https://codigo-postal.co/argentina/cpa/B2805XAG/,Arroyo las Cruces,Buenos Aires
Arroyo Zanjon,B2805XAH,https://codigo-postal.co/argentina/cpa/B2805XAH/,Arroyo las Cruces,Buenos Aires
