id,City,url,State
6149,La Cruz,https://codigo-postal.co/argentina/corrientes/la-cruz/,Corrientes
6150,La Delicia,https://codigo-postal.co/argentina/corrientes/la-delicia/,Corrientes
6151,La Diana,https://codigo-postal.co/argentina/corrientes/la-diana/,Corrientes
6152,La Elena,https://codigo-postal.co/argentina/corrientes/la-elena/,Corrientes
6153,La Eloisa,https://codigo-postal.co/argentina/corrientes/la-eloisa/,Corrientes
6154,La Elsa,https://codigo-postal.co/argentina/corrientes/la-elsa/,Corrientes
6155,La Elva,https://codigo-postal.co/argentina/corrientes/la-elva/,Corrientes
6156,La Elvira,https://codigo-postal.co/argentina/corrientes/la-elvira/,Corrientes
6157,La Emilia,https://codigo-postal.co/argentina/corrientes/la-emilia/,Corrientes
6158,La Estrella,https://codigo-postal.co/argentina/corrientes/la-estrella/,Corrientes
6159,La Fe,https://codigo-postal.co/argentina/corrientes/la-fe/,Corrientes
6160,La Flecha,https://codigo-postal.co/argentina/corrientes/la-flecha/,Corrientes
6161,La Flor,https://codigo-postal.co/argentina/corrientes/la-flor/,Corrientes
6162,La Florencia,https://codigo-postal.co/argentina/corrientes/la-florencia/,Corrientes
6163,La Florentina,https://codigo-postal.co/argentina/corrientes/la-florentina/,Corrientes
6164,La Floresta,https://codigo-postal.co/argentina/corrientes/la-floresta/,Corrientes
6165,La Florida,https://codigo-postal.co/argentina/corrientes/la-florida/,Corrientes
6166,La Fortuna,https://codigo-postal.co/argentina/corrientes/la-fortuna/,Corrientes
6167,La Garcia,https://codigo-postal.co/argentina/corrientes/la-garcia/,Corrientes
6168,La Haydee,https://codigo-postal.co/argentina/corrientes/la-haydee/,Corrientes
6169,La Herminia,https://codigo-postal.co/argentina/corrientes/la-herminia/,Corrientes
6170,La Hileorica,https://codigo-postal.co/argentina/corrientes/la-hileorica/,Corrientes
6171,La Isabel,https://codigo-postal.co/argentina/corrientes/la-isabel/,Corrientes
6172,La Jaula,https://codigo-postal.co/argentina/corrientes/la-jaula/,Corrientes
6173,La Leonor,https://codigo-postal.co/argentina/corrientes/la-leonor/,Corrientes
6174,La Leontina,https://codigo-postal.co/argentina/corrientes/la-leontina/,Corrientes
6175,La Lolita,https://codigo-postal.co/argentina/corrientes/la-lolita/,Corrientes
6176,La Loma,https://codigo-postal.co/argentina/corrientes/la-loma/,Corrientes
6177,La Loma Torrent,https://codigo-postal.co/argentina/corrientes/la-loma-torrent/,Corrientes
6178,La Luisa,https://codigo-postal.co/argentina/corrientes/la-luisa/,Corrientes
6179,La Magnolia,https://codigo-postal.co/argentina/corrientes/la-magnolia/,Corrientes
6180,La Mansion,https://codigo-postal.co/argentina/corrientes/la-mansion/,Corrientes
6181,La Matilde,https://codigo-postal.co/argentina/corrientes/la-matilde/,Corrientes
6182,La Morocha,https://codigo-postal.co/argentina/corrientes/la-morocha/,Corrientes
6183,La Nena,https://codigo-postal.co/argentina/corrientes/la-nena/,Corrientes
6184,La Pachina,https://codigo-postal.co/argentina/corrientes/la-pachina/,Corrientes
6185,La Palma,https://codigo-postal.co/argentina/corrientes/la-palma/,Corrientes
6186,La Palmera,https://codigo-postal.co/argentina/corrientes/la-palmera/,Corrientes
6187,La Palmira,https://codigo-postal.co/argentina/corrientes/la-palmira/,Corrientes
6188,La Parada,https://codigo-postal.co/argentina/corrientes/la-parada/,Corrientes
6189,La Pastoril,https://codigo-postal.co/argentina/corrientes/la-pastoril/,Corrientes
6190,La Pepita,https://codigo-postal.co/argentina/corrientes/la-pepita/,Corrientes
6191,La Porteña,https://codigo-postal.co/argentina/corrientes/la-portena/,Corrientes
6192,La Pupi,https://codigo-postal.co/argentina/corrientes/la-pupi/,Corrientes
6193,La Pupii,https://codigo-postal.co/argentina/corrientes/la-pupii/,Corrientes
6194,La Querencia,https://codigo-postal.co/argentina/corrientes/la-querencia/,Corrientes
6195,La Union,https://codigo-postal.co/argentina/corrientes/la-union/,Corrientes
6196,La Venta,https://codigo-postal.co/argentina/corrientes/la-venta/,Corrientes
6197,La Verde,https://codigo-postal.co/argentina/corrientes/la-verde/,Corrientes
6198,Labory,https://codigo-postal.co/argentina/corrientes/labory/,Corrientes
6199,Lago Arias,https://codigo-postal.co/argentina/corrientes/lago-arias/,Corrientes
6200,Laguna Alfonso,https://codigo-postal.co/argentina/corrientes/laguna-alfonso/,Corrientes
6201,Laguna Avalos,https://codigo-postal.co/argentina/corrientes/laguna-avalos/,Corrientes
6202,Laguna Brava,https://codigo-postal.co/argentina/corrientes/laguna-brava/,Corrientes
6203,Laguna Paiva,https://codigo-postal.co/argentina/corrientes/laguna-paiva/,Corrientes
6204,Laguna Pucu,https://codigo-postal.co/argentina/corrientes/laguna-pucu/,Corrientes
6205,Laguna Sirena,https://codigo-postal.co/argentina/corrientes/laguna-sirena/,Corrientes
6206,Laguna Soto,https://codigo-postal.co/argentina/corrientes/laguna-soto/,Corrientes
6207,Lapacho,https://codigo-postal.co/argentina/corrientes/lapacho/,Corrientes
6208,Las Animas,https://codigo-postal.co/argentina/corrientes/las-animas/,Corrientes
6209,Las Cuchillas,https://codigo-postal.co/argentina/corrientes/las-cuchillas/,Corrientes
6210,Las Delicias,https://codigo-postal.co/argentina/corrientes/las-delicias/,Corrientes
6211,Las Elinas,https://codigo-postal.co/argentina/corrientes/las-elinas/,Corrientes
6212,Las Garzas,https://codigo-postal.co/argentina/corrientes/las-garzas/,Corrientes
6213,Las Lagunas,https://codigo-postal.co/argentina/corrientes/las-lagunas/,Corrientes
6214,Las Lomas,https://codigo-postal.co/argentina/corrientes/las-lomas/,Corrientes
6215,Las Matreras,https://codigo-postal.co/argentina/corrientes/las-matreras/,Corrientes
6216,Las Mercedes,https://codigo-postal.co/argentina/corrientes/las-mercedes/,Corrientes
6217,Las Palmas,https://codigo-postal.co/argentina/corrientes/las-palmas/,Corrientes
6218,Las Palmiras,https://codigo-postal.co/argentina/corrientes/las-palmiras/,Corrientes
6219,Las Palmitas,https://codigo-postal.co/argentina/corrientes/las-palmitas/,Corrientes
6220,Las Ratas,https://codigo-postal.co/argentina/corrientes/las-ratas/,Corrientes
6221,Las Rosas,https://codigo-postal.co/argentina/corrientes/las-rosas/,Corrientes
6222,Las Taperas,https://codigo-postal.co/argentina/corrientes/las-taperas/,Corrientes
6223,Las Tres Hermanas,https://codigo-postal.co/argentina/corrientes/las-tres-hermanas/,Corrientes
6224,Las Violetas,https://codigo-postal.co/argentina/corrientes/las-violetas/,Corrientes
6225,Laurel,https://codigo-postal.co/argentina/corrientes/laurel/,Corrientes
6226,Lauretti,https://codigo-postal.co/argentina/corrientes/lauretti/,Corrientes
6227,Lavalle,https://codigo-postal.co/argentina/corrientes/lavalle/,Corrientes
6228,Leon Cua,https://codigo-postal.co/argentina/corrientes/leon-cua/,Corrientes
6229,Libertad,https://codigo-postal.co/argentina/corrientes/libertad/,Corrientes
6230,Libertador,https://codigo-postal.co/argentina/corrientes/libertador/,Corrientes
6231,Limas Cue,https://codigo-postal.co/argentina/corrientes/limas-cue/,Corrientes
6232,Linda Vista,https://codigo-postal.co/argentina/corrientes/linda-vista/,Corrientes
6233,Lobory,https://codigo-postal.co/argentina/corrientes/lobory/,Corrientes
6234,Loma Alta,https://codigo-postal.co/argentina/corrientes/loma-alta/,Corrientes
6235,Loma Negra,https://codigo-postal.co/argentina/corrientes/loma-negra/,Corrientes
6236,Loma Poy,https://codigo-postal.co/argentina/corrientes/loma-poy/,Corrientes
6237,Loma Villanueva,https://codigo-postal.co/argentina/corrientes/loma-villanueva/,Corrientes
6238,Lomas,https://codigo-postal.co/argentina/corrientes/lomas/,Corrientes
6239,Lomas de Aguirre,https://codigo-postal.co/argentina/corrientes/lomas-de-aguirre/,Corrientes
6240,Lomas de Empedrado,https://codigo-postal.co/argentina/corrientes/lomas-de-empedrado/,Corrientes
6241,Lomas de Galarza,https://codigo-postal.co/argentina/corrientes/lomas-de-galarza/,Corrientes
6242,Lomas de Gonzalez,https://codigo-postal.co/argentina/corrientes/lomas-de-gonzalez/,Corrientes
6243,Lomas de Vallejos,https://codigo-postal.co/argentina/corrientes/lomas-de-vallejos/,Corrientes
6244,Lomas de Vergara,https://codigo-postal.co/argentina/corrientes/lomas-de-vergara/,Corrientes
6245,Lomas Esquivel,https://codigo-postal.co/argentina/corrientes/lomas-esquivel/,Corrientes
6246,Lomas Este,https://codigo-postal.co/argentina/corrientes/lomas-este/,Corrientes
6247,Lomas Floridas,https://codigo-postal.co/argentina/corrientes/lomas-floridas/,Corrientes
6248,Lomas Ramirez,https://codigo-postal.co/argentina/corrientes/lomas-ramirez/,Corrientes
6249,Lomas Redondas,https://codigo-postal.co/argentina/corrientes/lomas-redondas/,Corrientes
6250,Lomas Saladas,https://codigo-postal.co/argentina/corrientes/lomas-saladas/,Corrientes
6251,Lomas San Cayetano,https://codigo-postal.co/argentina/corrientes/lomas-san-cayetano/,Corrientes
6252,Lomas San Juan,https://codigo-postal.co/argentina/corrientes/lomas-san-juan/,Corrientes
6253,Lomas Vazquez,https://codigo-postal.co/argentina/corrientes/lomas-vazquez/,Corrientes
6254,Loreto,https://codigo-postal.co/argentina/corrientes/loreto/,Corrientes
6255,Los Algarrobos,https://codigo-postal.co/argentina/corrientes/los-algarrobos/,Corrientes
6256,Los Angeles,https://codigo-postal.co/argentina/corrientes/los-angeles/,Corrientes
6257,Los Angeles del Batel,https://codigo-postal.co/argentina/corrientes/los-angeles-del-batel/,Corrientes
6258,Los Arboles,https://codigo-postal.co/argentina/corrientes/los-arboles/,Corrientes
6259,Los Bretes,https://codigo-postal.co/argentina/corrientes/los-bretes/,Corrientes
6260,Los Ceibos,https://codigo-postal.co/argentina/corrientes/los-ceibos/,Corrientes
6261,Los Eucaliptos,https://codigo-postal.co/argentina/corrientes/los-eucaliptos/,Corrientes
6262,Los Flotadores,https://codigo-postal.co/argentina/corrientes/los-flotadores/,Corrientes
6263,Los Gemelos,https://codigo-postal.co/argentina/corrientes/los-gemelos/,Corrientes
6264,Los Laureles,https://codigo-postal.co/argentina/corrientes/los-laureles/,Corrientes
6265,Los Lirios,https://codigo-postal.co/argentina/corrientes/los-lirios/,Corrientes
6266,Los Manantiales,https://codigo-postal.co/argentina/corrientes/los-manantiales/,Corrientes
6267,Los Medios,https://codigo-postal.co/argentina/corrientes/los-medios/,Corrientes
6268,Los Paraisos,https://codigo-postal.co/argentina/corrientes/los-paraisos/,Corrientes
6269,Los Pinos,https://codigo-postal.co/argentina/corrientes/los-pinos/,Corrientes
6270,Los Sauces,https://codigo-postal.co/argentina/corrientes/los-sauces/,Corrientes
6271,Los Tres Amigos,https://codigo-postal.co/argentina/corrientes/los-tres-amigos/,Corrientes
6272,Los Tres Cerros,https://codigo-postal.co/argentina/corrientes/los-tres-cerros/,Corrientes
6273,Los Tres Hermanos,https://codigo-postal.co/argentina/corrientes/los-tres-hermanos/,Corrientes
6274,Los Vences,https://codigo-postal.co/argentina/corrientes/los-vences/,Corrientes
6275,Luis Gomez,https://codigo-postal.co/argentina/corrientes/luis-gomez/,Corrientes
6276,Lujambio,https://codigo-postal.co/argentina/corrientes/lujambio/,Corrientes
6277,Lujan,https://codigo-postal.co/argentina/corrientes/lujan/,Corrientes
6278,Macedo,https://codigo-postal.co/argentina/corrientes/macedo/,Corrientes
6279,Madariaga,https://codigo-postal.co/argentina/corrientes/madariaga/,Corrientes
6280,Malezal,https://codigo-postal.co/argentina/corrientes/malezal/,Corrientes
6281,Maloya,https://codigo-postal.co/argentina/corrientes/maloya/,Corrientes
6282,Maloyita,https://codigo-postal.co/argentina/corrientes/maloyita/,Corrientes
6283,Malvinas,https://codigo-postal.co/argentina/corrientes/malvinas/,Corrientes
6284,Malvinas Centro,https://codigo-postal.co/argentina/corrientes/malvinas-centro/,Corrientes
6285,Malvinas Norte,https://codigo-postal.co/argentina/corrientes/malvinas-norte/,Corrientes
6286,Malvinas Sur,https://codigo-postal.co/argentina/corrientes/malvinas-sur/,Corrientes
6287,Manantiales,https://codigo-postal.co/argentina/corrientes/manantiales/,Corrientes
6288,Manchita,https://codigo-postal.co/argentina/corrientes/manchita/,Corrientes
6289,Mandinga,https://codigo-postal.co/argentina/corrientes/mandinga/,Corrientes
6290,Mansion de Invierno,https://codigo-postal.co/argentina/corrientes/mansion-de-invierno/,Corrientes
6291,Manuel Derqui,https://codigo-postal.co/argentina/corrientes/manuel-derqui/,Corrientes
6292,Manuel Florencio Mantilla,https://codigo-postal.co/argentina/corrientes/manuel-florencio-mantilla/,Corrientes
6293,Maria,https://codigo-postal.co/argentina/corrientes/maria/,Corrientes
6294,Maria del Carmen,https://codigo-postal.co/argentina/corrientes/maria-del-carmen/,Corrientes
6295,Maria Idalina,https://codigo-postal.co/argentina/corrientes/maria-idalina/,Corrientes
6296,Mariano I Loza Est Solari,https://codigo-postal.co/argentina/corrientes/mariano-i-loza-est-solari/,Corrientes
6297,Martin,https://codigo-postal.co/argentina/corrientes/martin/,Corrientes
6298,Martin Garcia,https://codigo-postal.co/argentina/corrientes/martin-garcia/,Corrientes
6299,Martinez Cue,https://codigo-postal.co/argentina/corrientes/martinez-cue/,Corrientes
6300,Maruchas,https://codigo-postal.co/argentina/corrientes/maruchas/,Corrientes
6301,Maruchitas,https://codigo-postal.co/argentina/corrientes/maruchitas/,Corrientes
6302,Masdeu Escuela 197,https://codigo-postal.co/argentina/corrientes/masdeu-escuela-197/,Corrientes
6303,Matadero Santa Catalina,https://codigo-postal.co/argentina/corrientes/matadero-santa-catalina/,Corrientes
6304,Matilde,https://codigo-postal.co/argentina/corrientes/matilde/,Corrientes
6305,Matrera,https://codigo-postal.co/argentina/corrientes/matrera/,Corrientes
6306,Mbalguiapu,https://codigo-postal.co/argentina/corrientes/mbalguiapu/,Corrientes
6307,Mbarigui,https://codigo-postal.co/argentina/corrientes/mbarigui/,Corrientes
6308,Mboi Cua,https://codigo-postal.co/argentina/corrientes/mboi-cua/,Corrientes
6309,Mburucuya,https://codigo-postal.co/argentina/corrientes/mburucuya/,Corrientes
6310,Mediodia,https://codigo-postal.co/argentina/corrientes/mediodia/,Corrientes
6311,Mercedes,https://codigo-postal.co/argentina/corrientes/mercedes/,Corrientes
6312,Minuanes,https://codigo-postal.co/argentina/corrientes/minuanes/,Corrientes
6313,Mira Flores,https://codigo-postal.co/argentina/corrientes/mira-flores/,Corrientes
6314,Mirador,https://codigo-postal.co/argentina/corrientes/mirador/,Corrientes
6315,Mirunga,https://codigo-postal.co/argentina/corrientes/mirunga/,Corrientes
6316,Mocoreta,https://codigo-postal.co/argentina/corrientes/mocoreta/,Corrientes
6317,Mojon,https://codigo-postal.co/argentina/corrientes/mojon/,Corrientes
6318,Montaña,https://codigo-postal.co/argentina/corrientes/montana/,Corrientes
6319,Monte Caseros,https://codigo-postal.co/argentina/corrientes/monte-caseros/,Corrientes
6320,Monte Florido,https://codigo-postal.co/argentina/corrientes/monte-florido/,Corrientes
6321,Monte Grande,https://codigo-postal.co/argentina/corrientes/monte-grande/,Corrientes
6322,Montevideo,https://codigo-postal.co/argentina/corrientes/montevideo/,Corrientes
6323,Mora,https://codigo-postal.co/argentina/corrientes/mora/,Corrientes
6324,Morica,https://codigo-postal.co/argentina/corrientes/morica/,Corrientes
6325,Mota,https://codigo-postal.co/argentina/corrientes/mota/,Corrientes
6326,Mota Piedritas,https://codigo-postal.co/argentina/corrientes/mota-piedritas/,Corrientes
6327,Muchas Islas,https://codigo-postal.co/argentina/corrientes/muchas-islas/,Corrientes
6328,Ñaembe,https://codigo-postal.co/argentina/corrientes/naembe/,Corrientes
6329,Naranjaty,https://codigo-postal.co/argentina/corrientes/naranjaty/,Corrientes
6330,Naranjito,https://codigo-postal.co/argentina/corrientes/naranjito/,Corrientes
6331,Naranjito San Roque,https://codigo-postal.co/argentina/corrientes/naranjito-san-roque/,Corrientes
6332,Ñatiu,https://codigo-postal.co/argentina/corrientes/natiu/,Corrientes
6333,Nina,https://codigo-postal.co/argentina/corrientes/nina/,Corrientes
6334,Ntra Sra del Ros de Caa Cati,https://codigo-postal.co/argentina/corrientes/ntra-sra-del-ros-de-caa-cati/,Corrientes
6335,Nueva Esperanza,https://codigo-postal.co/argentina/corrientes/nueva-esperanza/,Corrientes
6336,Nueva Granada,https://codigo-postal.co/argentina/corrientes/nueva-granada/,Corrientes
6337,Nueva Palmira,https://codigo-postal.co/argentina/corrientes/nueva-palmira/,Corrientes
6338,Nuevo Paraiso,https://codigo-postal.co/argentina/corrientes/nuevo-paraiso/,Corrientes
6339,Nuevo Porvenir,https://codigo-postal.co/argentina/corrientes/nuevo-porvenir/,Corrientes
6340,Ñuruguay,https://codigo-postal.co/argentina/corrientes/nuruguay/,Corrientes
6341,Obraje Cue,https://codigo-postal.co/argentina/corrientes/obraje-cue/,Corrientes
6342,Obraje del Vasco,https://codigo-postal.co/argentina/corrientes/obraje-del-vasco/,Corrientes
6343,Ocanto Cue,https://codigo-postal.co/argentina/corrientes/ocanto-cue/,Corrientes
6344,Ojo de Agua,https://codigo-postal.co/argentina/corrientes/ojo-de-agua/,Corrientes
6345,Ombu,https://codigo-postal.co/argentina/corrientes/ombu/,Corrientes
6346,Ombu Lomas,https://codigo-postal.co/argentina/corrientes/ombu-lomas/,Corrientes
6347,Ombu Solo,https://codigo-postal.co/argentina/corrientes/ombu-solo/,Corrientes
6348,Ombucito,https://codigo-postal.co/argentina/corrientes/ombucito/,Corrientes
6349,Oratorio,https://codigo-postal.co/argentina/corrientes/oratorio/,Corrientes
6350,Oscuro,https://codigo-postal.co/argentina/corrientes/oscuro/,Corrientes
6351,Pago Alegre,https://codigo-postal.co/argentina/corrientes/pago-alegre/,Corrientes
6352,Pago Arias,https://codigo-postal.co/argentina/corrientes/pago-arias/,Corrientes
6353,Pago de los Deseos,https://codigo-postal.co/argentina/corrientes/pago-de-los-deseos/,Corrientes
6354,Pago Largo,https://codigo-postal.co/argentina/corrientes/pago-largo/,Corrientes
6355,Pago Poi,https://codigo-postal.co/argentina/corrientes/pago-poi/,Corrientes
6356,Pago Redondo,https://codigo-postal.co/argentina/corrientes/pago-redondo/,Corrientes
6357,Paimbre,https://codigo-postal.co/argentina/corrientes/paimbre/,Corrientes
6358,Palma Sola,https://codigo-postal.co/argentina/corrientes/palma-sola/,Corrientes
6359,Palmar,https://codigo-postal.co/argentina/corrientes/palmar/,Corrientes
6360,Palmar Arerungua,https://codigo-postal.co/argentina/corrientes/palmar-arerungua/,Corrientes
6361,Palmar Grande,https://codigo-postal.co/argentina/corrientes/palmar-grande/,Corrientes
6362,Palmera,https://codigo-postal.co/argentina/corrientes/palmera/,Corrientes
6363,Palmira,https://codigo-postal.co/argentina/corrientes/palmira/,Corrientes
6364,Palmita,https://codigo-postal.co/argentina/corrientes/palmita/,Corrientes
6365,Palmitas,https://codigo-postal.co/argentina/corrientes/palmitas/,Corrientes
6366,Pampin,https://codigo-postal.co/argentina/corrientes/pampin/,Corrientes
6367,Pancho Cue,https://codigo-postal.co/argentina/corrientes/pancho-cue/,Corrientes
6368,Parada Labougle,https://codigo-postal.co/argentina/corrientes/parada-labougle/,Corrientes
6369,Parada Pucheta,https://codigo-postal.co/argentina/corrientes/parada-pucheta/,Corrientes
6370,Paraiso,https://codigo-postal.co/argentina/corrientes/paraiso/,Corrientes
6371,Paraje Augua,https://codigo-postal.co/argentina/corrientes/paraje-augua/,Corrientes
6372,Paraje Barranquitas,https://codigo-postal.co/argentina/corrientes/paraje-barranquitas/,Corrientes
6373,Paraje el Carmen,https://codigo-postal.co/argentina/corrientes/paraje-el-carmen/,Corrientes
6374,Paraje Florida,https://codigo-postal.co/argentina/corrientes/paraje-florida/,Corrientes
6375,Paraje Iribu Cua,https://codigo-postal.co/argentina/corrientes/paraje-iribu-cua/,Corrientes
6376,Paraje Portillo,https://codigo-postal.co/argentina/corrientes/paraje-portillo/,Corrientes
6377,Paraje Poton,https://codigo-postal.co/argentina/corrientes/paraje-poton/,Corrientes
6378,Paraje San Isidro,https://codigo-postal.co/argentina/corrientes/paraje-san-isidro/,Corrientes
6379,Paranacito,https://codigo-postal.co/argentina/corrientes/paranacito/,Corrientes
6380,Parque San Martin,https://codigo-postal.co/argentina/corrientes/parque-san-martin/,Corrientes
6381,Pasaje Santa Juana,https://codigo-postal.co/argentina/corrientes/pasaje-santa-juana/,Corrientes
6382,Pasito,https://codigo-postal.co/argentina/corrientes/pasito/,Corrientes
6383,Paso Aguirre,https://codigo-postal.co/argentina/corrientes/paso-aguirre/,Corrientes
6384,Paso Algarrobo,https://codigo-postal.co/argentina/corrientes/paso-algarrobo/,Corrientes
6385,Paso Ancho,https://codigo-postal.co/argentina/corrientes/paso-ancho/,Corrientes
6386,Paso Bandera,https://codigo-postal.co/argentina/corrientes/paso-bandera/,Corrientes
6387,Paso Bermudez,https://codigo-postal.co/argentina/corrientes/paso-bermudez/,Corrientes
6388,Paso Cejas,https://codigo-postal.co/argentina/corrientes/paso-cejas/,Corrientes
6389,Paso Chañaral,https://codigo-postal.co/argentina/corrientes/paso-chanaral/,Corrientes
6390,Paso Concepcion,https://codigo-postal.co/argentina/corrientes/paso-concepcion/,Corrientes
6391,Paso Coronel,https://codigo-postal.co/argentina/corrientes/paso-coronel/,Corrientes
6392,Paso de la Patria,https://codigo-postal.co/argentina/corrientes/paso-de-la-patria/,Corrientes
6393,Paso de las Piedras,https://codigo-postal.co/argentina/corrientes/paso-de-las-piedras/,Corrientes
6394,Paso de los Libres,https://codigo-postal.co/argentina/corrientes/paso-de-los-libres/,Corrientes
6395,Paso de Mula,https://codigo-postal.co/argentina/corrientes/paso-de-mula/,Corrientes
6396,Paso Esterito,https://codigo-postal.co/argentina/corrientes/paso-esterito/,Corrientes
6397,Paso Florentin,https://codigo-postal.co/argentina/corrientes/paso-florentin/,Corrientes
6398,Paso Gallego,https://codigo-postal.co/argentina/corrientes/paso-gallego/,Corrientes
6399,Paso Iribu Cua,https://codigo-postal.co/argentina/corrientes/paso-iribu-cua/,Corrientes
6400,Paso Ledesma,https://codigo-postal.co/argentina/corrientes/paso-ledesma/,Corrientes
6401,Paso Lopez,https://codigo-postal.co/argentina/corrientes/paso-lopez/,Corrientes
6402,Paso los Angeles,https://codigo-postal.co/argentina/corrientes/paso-los-angeles/,Corrientes
6403,Paso Lovera,https://codigo-postal.co/argentina/corrientes/paso-lovera/,Corrientes
6404,Paso Lucero,https://codigo-postal.co/argentina/corrientes/paso-lucero/,Corrientes
6405,Paso Martinez,https://codigo-postal.co/argentina/corrientes/paso-martinez/,Corrientes
6406,Paso Mesa,https://codigo-postal.co/argentina/corrientes/paso-mesa/,Corrientes
6407,Paso Naranjito,https://codigo-postal.co/argentina/corrientes/paso-naranjito/,Corrientes
6408,Paso Naranjo,https://codigo-postal.co/argentina/corrientes/paso-naranjo/,Corrientes
6409,Paso Pesoa,https://codigo-postal.co/argentina/corrientes/paso-pesoa/,Corrientes
6410,Paso Potrero,https://codigo-postal.co/argentina/corrientes/paso-potrero/,Corrientes
6411,Paso Pucheta,https://codigo-postal.co/argentina/corrientes/paso-pucheta/,Corrientes
6412,Paso Rosario,https://codigo-postal.co/argentina/corrientes/paso-rosario/,Corrientes
6413,Paso Rubio,https://codigo-postal.co/argentina/corrientes/paso-rubio/,Corrientes
6414,Paso Saldaña,https://codigo-postal.co/argentina/corrientes/paso-saldana/,Corrientes
6415,Paso San Juan,https://codigo-postal.co/argentina/corrientes/paso-san-juan/,Corrientes
6416,Paso Santa Rosa,https://codigo-postal.co/argentina/corrientes/paso-santa-rosa/,Corrientes
6417,Paso Tala,https://codigo-postal.co/argentina/corrientes/paso-tala/,Corrientes
6418,Paso Tirante,https://codigo-postal.co/argentina/corrientes/paso-tirante/,Corrientes
6419,Paso Vallejos,https://codigo-postal.co/argentina/corrientes/paso-vallejos/,Corrientes
6420,Pastores,https://codigo-postal.co/argentina/corrientes/pastores/,Corrientes
6421,Pay Ubre Chico,https://codigo-postal.co/argentina/corrientes/pay-ubre-chico/,Corrientes
6422,Pedro Diaz Colodrero,https://codigo-postal.co/argentina/corrientes/pedro-diaz-colodrero/,Corrientes
6423,Pedro R Fernandez,https://codigo-postal.co/argentina/corrientes/pedro-r-fernandez/,Corrientes
6424,Pehuaho,https://codigo-postal.co/argentina/corrientes/pehuaho/,Corrientes
6425,Perugorria,https://codigo-postal.co/argentina/corrientes/perugorria/,Corrientes
6426,Piedra Ita Pucu,https://codigo-postal.co/argentina/corrientes/piedra-ita-pucu/,Corrientes
6427,Piedrita,https://codigo-postal.co/argentina/corrientes/piedrita/,Corrientes
6428,Piedritas,https://codigo-postal.co/argentina/corrientes/piedritas/,Corrientes
6429,Pilincho,https://codigo-postal.co/argentina/corrientes/pilincho/,Corrientes
6430,Pindo,https://codigo-postal.co/argentina/corrientes/pindo/,Corrientes
6431,Pindoncito,https://codigo-postal.co/argentina/corrientes/pindoncito/,Corrientes
6432,Piracu,https://codigo-postal.co/argentina/corrientes/piracu/,Corrientes
6433,Pirayu,https://codigo-postal.co/argentina/corrientes/pirayu/,Corrientes
6434,Pirra Puy,https://codigo-postal.co/argentina/corrientes/pirra-puy/,Corrientes
6435,Playadito,https://codigo-postal.co/argentina/corrientes/playadito/,Corrientes
6436,Porvenir,https://codigo-postal.co/argentina/corrientes/porvenir/,Corrientes
6437,Potrero Grande,https://codigo-postal.co/argentina/corrientes/potrero-grande/,Corrientes
6438,Progreso,https://codigo-postal.co/argentina/corrientes/progreso/,Corrientes
6439,Pueblito,https://codigo-postal.co/argentina/corrientes/pueblito/,Corrientes
6440,Pueblito Espinosa,https://codigo-postal.co/argentina/corrientes/pueblito-espinosa/,Corrientes
6441,Pueblito San Juan,https://codigo-postal.co/argentina/corrientes/pueblito-san-juan/,Corrientes
6442,Pueblo de Julio,https://codigo-postal.co/argentina/corrientes/pueblo-de-julio/,Corrientes
6443,Pueblo Libertador,https://codigo-postal.co/argentina/corrientes/pueblo-libertador/,Corrientes
6444,Puente Avalos,https://codigo-postal.co/argentina/corrientes/puente-avalos/,Corrientes
6445,Puente Batel,https://codigo-postal.co/argentina/corrientes/puente-batel/,Corrientes
6446,Puente Machuca,https://codigo-postal.co/argentina/corrientes/puente-machuca/,Corrientes
6447,Puerta Ifran,https://codigo-postal.co/argentina/corrientes/puerta-ifran/,Corrientes
6448,Puerto Araza,https://codigo-postal.co/argentina/corrientes/puerto-araza/,Corrientes
6449,Puerto Gonzalez,https://codigo-postal.co/argentina/corrientes/puerto-gonzalez/,Corrientes
6450,Puerto Goya,https://codigo-postal.co/argentina/corrientes/puerto-goya/,Corrientes
6451,Puerto Hormiguero,https://codigo-postal.co/argentina/corrientes/puerto-hormiguero/,Corrientes
6452,Puerto Juan de Dios,https://codigo-postal.co/argentina/corrientes/puerto-juan-de-dios/,Corrientes
6453,Puerto las Lajas,https://codigo-postal.co/argentina/corrientes/puerto-las-lajas/,Corrientes
6454,Puerto las Tacuaritas,https://codigo-postal.co/argentina/corrientes/puerto-las-tacuaritas/,Corrientes
6455,Puerto Naranjito,https://codigo-postal.co/argentina/corrientes/puerto-naranjito/,Corrientes
6456,Puerto Piedra,https://codigo-postal.co/argentina/corrientes/puerto-piedra/,Corrientes
6457,Puerto Ubajay,https://codigo-postal.co/argentina/corrientes/puerto-ubajay/,Corrientes
6458,Puerto Valle,https://codigo-postal.co/argentina/corrientes/puerto-valle/,Corrientes
6459,Puesto de Isla,https://codigo-postal.co/argentina/corrientes/puesto-de-isla/,Corrientes
6460,Puesto Lata,https://codigo-postal.co/argentina/corrientes/puesto-lata/,Corrientes
6461,Puisoye,https://codigo-postal.co/argentina/corrientes/puisoye/,Corrientes
6462,Pujol Bedoya,https://codigo-postal.co/argentina/corrientes/pujol-bedoya/,Corrientes
